CLV,CAC,CLV/CAC Ratio
32148.421459651705,19734.027184459494,1.6290856984816826
25847.217792070056,21557.02790922091,1.199015833765008
27836.910577296872,15658.980332553368,1.7776962475281275
30618.641541202764,23765.65960964996,1.288356479227287
26254.134536039484,20411.805101672766,1.286223065783042
25677.937882708844,20225.846231098534,1.2695606200756817
29372.837346657812,26887.60623077403,1.0924303597186473
29176.545085218342,20487.862186088543,1.4240892885851946
36560.43223011207,28160.421324463412,1.2982913788420998
35692.57023243602,23582.60109064556,1.513512868883411
33227.4505579132,23421.99388893245,1.418643123018408
32491.841281962195,20832.671071651897,1.559657960815958
33784.52631024488,22869.840971368376,1.4772523496136687
29179.75618297306,23034.503412531234,1.2667846864499228
28411.498811306134,20013.466574678387,1.4196190702540847
27305.534006574886,18101.684348115446,1.5084526655895227
34874.38514041435,22548.690692264,1.546625727248059
26265.05905360548,20262.06472873409,1.2962676511618487
30856.581161568025,21748.654120140036,1.418781180256746
27664.7120352206,18783.486098000827,1.4728209604374252
33251.51704010619,21278.394401384434,1.5626891960392817
27728.57959109202,20849.000718799387,1.3299716358151097
30583.29505479773,20043.027513924397,1.525882007274138
27904.22445825237,19117.805949512276,1.4595934560662411
27519.385635793416,18663.281098559688,1.4745202352397289
31464.034647570836,25440.68000504817,1.2367607564470549
33626.471790156225,24398.861749815074,1.3781983821606387
27385.493579847054,17844.669882298942,1.53465957960994
26060.922195512343,19758.305144537022,1.3189857128367073
29101.30288131611,22457.794030765905,1.2958219690433075
31151.716571295765,20607.446158508126,1.5116728357159512
27093.667786393813,22259.08168321203,1.2171961167125807
28652.46912491339,20357.015271862867,1.4074985326810834
30297.970318273754,23286.374221495735,1.3011029553199223
32118.585425524725,20316.56036740621,1.5809066517505819
31056.626260442143,22687.007699725444,1.3689168122783326
29657.47614565916,20688.404743731902,1.4335313192596288
29102.081994272638,22660.360400402886,1.284272689403264
26859.27271017755,19723.96700566727,1.3617581444168965
27243.865192049092,17941.846502823806,1.518453810635448
32878.032365151725,20412.48746931689,1.6106823048671783
28032.099437720066,17435.86130047,1.6077266820747442
31768.292669306516,23788.38916177579,1.3354537145521892
29701.201409669484,20697.849618441403,1.4349897190868688
28901.544917822233,17791.166383825235,1.6244884845828855
27294.732583926037,19483.01158929883,1.400950384842857
27866.68312672784,20065.68253522379,1.3887732489443099
26362.9740554919,20225.088915920598,1.3034787715934213
25267.09281150804,20174.247240740624,1.2524429045601628
33728.24778790721,20502.471569791822,1.6450820416013716
25752.19213632596,17806.815028384153,1.4461986658072674
28661.391601653464,22419.395993531045,1.2784194368984563
30547.987938641974,23086.836264387737,1.323177744616456
29274.288314736787,19571.513281518077,1.4957600821997403
25818.748327289984,15834.813599041163,1.630505352387184
24688.777242218912,21707.133818287355,1.1373577667549848
30376.190367972646,19756.898948133985,1.5374978860658515
28387.96166352362,22695.641265887174,1.250811172548463
29438.34234481884,19476.099628954602,1.511511180660302
29174.919845166703,22331.256475761777,1.3064611871182887
32176.156572581604,24868.457082916782,1.293854156906453
27574.260756103282,22868.93965322952,1.2057516078236397
25596.48481406186,17745.481479376052,1.4424226721495446
29780.47951015958,19271.416113810832,1.5453186903487308
34106.079054695256,20190.809322701658,1.689188308878133
32285.04104636425,23650.478892912382,1.3650903726959833
32504.418254604778,25306.649063392215,1.2844220573487395
32994.654327350116,25790.63871678637,1.2793267623060016
31728.578773464684,21476.4315227244,1.4773673522015236
24651.714967888343,20062.22201371421,1.2287629431593783
28693.825775405603,26162.940153350548,1.0967355200608422
29078.268121601017,19005.320816818334,1.530006696644071
28394.91391745036,20286.587768623616,1.3996890083884654
31364.01881121164,21555.29165946969,1.4550496141133293
26434.12721956932,18954.780031581784,1.3945889730994352
29326.85056028164,19850.847852215014,1.477360099609512
30625.832740549788,24506.734811879116,1.2496904616483044
29702.869342209626,24981.573958447567,1.1889911096720767
32219.120911475267,24372.959112122517,1.3219207714278018
26920.691954557566,19285.394547073574,1.3959108738401516
31995.17869866697,23514.83064390255,1.3606382790157747
29424.36955469214,18448.119773097857,1.5949793212856578
27911.020189635365,21225.87937350755,1.314952360676829
35413.061945536094,24384.524418066918,1.4522760968550177
29418.961795723768,22212.57787753765,1.3244280766472196
27349.25295552636,23057.961795215662,1.18610886766241
28049.538864322603,19222.752990271147,1.4591842738924437
25337.743860181843,19208.97297212195,1.3190577079240313
34090.32893223801,25326.313868884503,1.346043846282772
27605.60252915462,19982.576056556445,1.3814836711254252
30134.17678703292,19979.451392192484,1.5082584699402042
30622.052050831324,25077.893617367714,1.2210775162401997
27172.53708544689,17705.907232764068,1.5346594065039043
27278.2349714883,17576.682348067825,1.5519558487376857
27752.596234219443,20945.16924629528,1.3250117918778928
33501.89028686629,26579.47807904834,1.2604419916459777
30593.24851267599,23013.954160104728,1.3293347288277022
28374.793733186903,20342.52766661486,1.394850934859693
31192.563189909404,21144.95473379503,1.475177581726185
30478.67290975217,18949.261093671263,1.6084359574279938
32511.98029342096,22147.020562896927,1.4680069583666042
30072.48719175374,22793.678512318707,1.3193345328399382
27810.81335109256,21731.015637531145,1.279775129472602
30213.400001519956,20815.60485225282,1.4514783603922052
32995.68234218015,24451.989930476462,1.3494068350263388
31051.768900323754,23307.296466975382,1.3322767376440114
30938.74524096505,22326.490853082494,1.3857415141750102
28973.58075420034,20604.85566314339,1.406153055758909
27344.89983041871,20759.683030929424,1.3172118181996377
32132.72982857248,22635.522867782038,1.4195709114503452
32732.99795025898,28528.68137734173,1.1473715702912382
30564.86886080554,23383.603878663765,1.3071068522801261
28773.085894755124,22463.64315342975,1.2808735296510463
29807.02526945502,22587.668501855063,1.3196149601277818
32718.705035117455,23328.30771253944,1.4025322984543145
29300.18028011947,18861.080673663033,1.5534730372599084
31221.862654885943,18956.9064571069,1.6469914395331597
28128.095202861186,21154.3141817264,1.3296623545072854
32075.395862608322,20382.490893972925,1.5736739944818507
32951.000953250936,22496.67453198638,1.4647054126333343
29630.983280788954,19573.092011278215,1.5138631782712348
29645.13683708579,19938.391486212808,1.4868369325371655
26558.20639955755,20983.232940307425,1.265687059525559
31596.098964394765,22193.334828567422,1.4236751352808878
29874.023854250343,21073.23545441504,1.4176287224082362
25432.98858008829,19553.7776315078,1.3006688047381227
34745.29265964095,23551.04890628072,1.4753182670507252
28777.31355868545,18729.181665029388,1.536496045228589
27662.781051668084,19982.595013205027,1.3843437768411853
30212.24582219233,22430.3175643642,1.3469379439456328
28192.96102949854,19052.096064072008,1.4797826409590784
28610.400452985323,18802.88541223866,1.5215962776842231
35831.42401087934,23096.691350427085,1.5513661011977273
34662.609068827755,26766.140548384465,1.2950170760020125
29281.340182078915,24570.423938685024,1.1917311746492403
32803.866749291316,27271.057784116678,1.2028820813982903
31248.81925847771,21555.718604400165,1.4496765258430724
31414.663574610808,24710.46837733891,1.271309919945511
29975.038661028604,23138.55177162484,1.2954587200132142
29949.835298969167,21571.93498538411,1.3883703672972052
27863.48920083522,23622.974348323933,1.1795080835285314
27456.479362847236,21810.900196165545,1.2588420980292325
31782.438873259616,22105.483921370353,1.4377626378282595
26347.622666557905,19487.32366462364,1.3520390547208967
25894.290995498865,21852.46532394452,1.1849597110274588
33659.65645698057,22841.81324451121,1.4735982689583036
27703.947254585328,22330.948687893848,1.2406077163038
34299.9755346148,26201.096569953475,1.3091045805292303
29067.761721049705,19770.940134180808,1.4702265812234276
33833.37607648563,19526.259436073196,1.7327115921639953
35021.91808659092,22112.090849421522,1.5838356637136888
29414.293559699487,21226.51381827879,1.3857336071065025
29839.564195501065,18014.304947083077,1.6564371638625317
33345.6340083977,24623.713710231048,1.3542081588831472
28392.822983924896,23765.656867483747,1.1946996938583276
25700.005265637894,20587.171419968436,1.2483504771670715
32618.231288041843,23154.943882045358,1.4086940333003546
34168.39530851613,21980.209646623454,1.5545072525623063
30652.934844024927,22941.1459990409,1.3361553448684051
34431.70433537959,28541.803510746766,1.2063604993431867
27434.606550576544,19610.576491756812,1.3989699161627662
31312.883885847354,19498.924564706256,1.6058774822138029
25378.764166002285,21761.228347950127,1.1662376663766283
31483.743301226918,19138.664818234796,1.645033423190006
30960.187007725053,22931.773822718547,1.3500999637914073
33719.46300132468,25389.169381703286,1.3281042201256343
32712.4716719442,23072.297884977634,1.417824606592102
34194.72804994799,24164.735668363395,1.4150673327958607
33102.012812850604,20085.359120587833,1.6480667641595952
30835.330269085487,25105.361330191834,1.228236863972269
29066.802700181237,19401.476062444934,1.4981748093097562
31869.261885327225,18625.947075440825,1.711014304735587
24768.308609490072,17881.213868049206,1.3851581213816235
32420.661943949654,22322.26475995469,1.4523912467032067
26755.132380905558,18050.468684608026,1.4822403145531706
30036.049713089626,25783.295658363593,1.1649422211604095
30205.283968641612,20266.876517166293,1.490376869028504
28172.782716126432,19947.265675992963,1.4123631365692937
29058.427187489662,18429.189279928974,1.57676101461158
30256.82644366998,20419.555346275585,1.4817573610479553
29366.021606878767,24769.47569046154,1.1855730001659788
28020.91167517164,21381.37797389411,1.3105288026517357
32464.39342447803,24558.764102052264,1.3219066435743454
30243.070226017975,20735.850210983383,1.458491931524409
33028.3707114708,23235.010367453735,1.4214915418215195
27006.55493143741,19578.481902340067,1.3793998465330206
35007.575662494404,25835.559689192953,1.3550151838645137
31349.256011888352,23198.61558758516,1.35134167353784
30334.421186251744,21486.00389761232,1.411822381248973
29722.568351442824,21991.35944007077,1.3515566617170973
30141.569953529313,22260.24493552565,1.3540538318797055
27453.71990395248,19230.478500711004,1.4276150176365834
32598.25780245383,23508.018100989135,1.3866867748022624
31792.112904544883,23041.83236075392,1.3797562800905934
28981.407414382513,22279.37286645225,1.300817917456825
32943.38721611653,29068.85573075092,1.1332880633917377
31026.651514189576,21320.976724243345,1.4552171748731495
26458.573335554207,17423.26995603823,1.5185767885312877
33222.42580051992,26067.925545878963,1.2744560644861902
27038.914936605473,19009.00448370604,1.422426669412511
26514.54693775404,18899.93792885208,1.402890688719021
29438.843609384283,22152.95330777777,1.3288902477417528
27280.082406413727,19508.173943611557,1.3983924115740867
29387.519301372893,18503.740344583875,1.5881934546263101
34299.454248606424,20587.192114519807,1.6660579091024066
24184.8248014146,15515.566079740247,1.5587458863646881
33276.57759743074,22166.81208075748,1.5011891415057106
32053.76804693079,21706.63496014467,1.4766806603503668
29227.11176352033,21838.629976748754,1.3383216710314694
27487.742954166853,19072.715400779223,1.441207629672062
28157.507708448047,21092.06366626845,1.3349811641939537
25460.11682544693,17331.32595313419,1.4690230219138387
27995.95349366592,17150.828244739543,1.6323382809371183
29156.802902803993,21258.290624199402,1.3715497364408646
27761.9436410369,19463.384390585215,1.4263677418026972
29482.86750401615,20056.206120441402,1.4700121910876773
32275.689257699574,21822.11029456031,1.4790361162158123
29790.7372863839,18924.99654940272,1.574147567668862
27519.180928956874,19469.198730001408,1.4134727017065527
25373.392230994737,20019.283361845766,1.267447579035383
31425.71996757565,24586.92329552032,1.2781477206341365
26479.565420826242,18311.33127732729,1.4460753846779395
24730.005334174213,17897.184103827134,1.3817819155632394
28338.414592597925,20069.17236941091,1.4120370322689964
28086.814554436784,20816.495355684736,1.3492575995395215
32253.6631217527,22616.202029369953,1.426130836639472
29844.047744564454,22206.53228321251,1.3439310273187355
27967.995950329896,21903.653044141985,1.2768644524256554
30177.701264314463,18017.143845730643,1.674943682678395
31589.006951106265,24766.12759396759,1.2754923768865891
29134.678149242005,18057.456214663795,1.6134431008938461
39452.44991357437,24752.246766096334,1.5938936891827213
31164.761850892504,20564.93363811573,1.5154321623061648
28923.90004300224,21449.487676082088,1.348465775956725
27652.693287749913,19167.72712990926,1.4426693942549265
25985.166032329555,19523.30864173561,1.3309816747341803
29757.380556495948,22369.75134060241,1.3302508420147057
29972.65735248332,22878.3461322437,1.3100884644035182
29327.59416669001,20598.58109636702,1.4237676871764013
27107.822801055227,16038.199660653865,1.6902035998191371
30034.60284931723,24063.635979638882,1.248132363485327
29069.086464001593,22868.998164039564,1.2711132449042468
31244.46855516021,24590.872016326855,1.2705718013747445
34682.96629772242,22742.150215986592,1.525052203434222
34973.05984001445,25671.40188027475,1.3623354113312705
30632.752098898687,23047.035370961592,1.3291406727953747
28418.381250806866,21219.116928265405,1.3392819949519916
29488.310764827147,20671.81068459205,1.4264986853235149
26403.074419901408,17832.132116401677,1.4806459624430626
27627.84245651389,22874.026804718596,1.2078259194316694
30135.28613016875,16857.807443209367,1.787615989308728
29435.99326280372,23285.122584206365,1.2641545328504868
30812.077709525536,22202.351113997494,1.387784453606809
27166.966234462223,21220.890099493503,1.2801991861364308
38108.59171691751,28646.848902901387,1.3302891304410736
30405.400241386284,20667.120674779162,1.4711967244905624
31810.730260178778,24484.774398497546,1.2992045481999936
30250.86017765402,22090.153845515913,1.3694273199366898
33784.89589578517,20200.09944367414,1.6725113651044548
34550.06230469515,28539.476539083542,1.210606026966906
33051.603298200986,25933.345212664943,1.2744828338636287
27161.5941832972,19735.808544747786,1.376259509293102
28916.304670347028,20231.86764623714,1.4292454446599288
23549.010862396954,19207.254912992834,1.226047707966177
30771.384904154213,21759.769407963784,1.4141411302314766
33435.034086540494,24441.705584236526,1.3679501199827946
30715.224862145034,21087.76335328246,1.4565425620334456
34279.72355066164,22892.000461351265,1.497454257374158
33977.86634293709,26577.123483222946,1.278462899282006
34358.18950646695,22305.241095209323,1.5403639601925818
30423.438712056104,20856.19955675762,1.458723993758422
31760.68702743064,22823.854610068523,1.3915566660427166
28408.836515836825,22220.541089530554,1.2784943625527623
29206.94321661597,20003.699278973323,1.4600770992051726
32710.000370674617,21693.035321209125,1.5078572401850232
35548.98666894625,26966.473769672346,1.3182660429605804
29604.310653783366,22420.352563921686,1.3204212810382803
30709.87584322121,21505.833009272636,1.4279789036760437
31478.133050500655,22650.2984246008,1.389744738034525
28802.117727896766,22969.866295402942,1.2539088106777991
28715.63481531397,22669.31172286907,1.2667184238481002
32655.92073485962,23647.50471116374,1.3809457333332553
30711.334553157354,19404.20630500595,1.582715318030522
28078.527683026965,23578.37650860846,1.1908592465123924
32401.192810346532,25092.69925025815,1.291259759948432
28856.394514379055,19518.040717382024,1.478447295618184
26606.470674450382,21761.525743777824,1.2226381085461278
24828.319614077893,21089.175010682316,1.1773016062269663
27145.282743651558,18717.605083758077,1.4502540587955066
27116.259448771292,23026.7262270804,1.1775994199679776
27103.970608773827,19526.46073998863,1.3880636624161522
32338.83086425522,20246.397368903927,1.597263467421806
28845.369021790244,19981.8858518357,1.4435759084841469
24135.64402884507,18081.322403827264,1.3348384310506123
32980.0298992696,20772.062231633685,1.5877109134135199
27809.413412990867,16507.495547687253,1.6846536976281083
30280.446788223435,18163.225648547465,1.667129362049466
30972.624498702535,22980.839089702145,1.3477586426590298
32359.724196477226,22321.079368402057,1.4497383241370476
34405.57247086999,23929.68932395552,1.4377776495588381
30627.26017601302,24312.757147666405,1.2597197426024014
27196.710029522197,16304.936734762785,1.6680046339301464
33082.99602441687,24002.26330029003,1.3783281855764458
35221.53045185009,24462.882894928356,1.4397947536736244
29208.17932384462,21209.2165057066,1.3771456062974226
32441.420081509583,24797.906396166843,1.3082322178022352
32296.80716833727,21892.457941517892,1.4752481084861686
31724.831431566643,18988.543060846227,1.6707354181892047
24493.888429553164,17976.521272100214,1.362548852406054
29363.107107630258,19989.014128818802,1.4689622468822274
28454.969641407562,22879.342206320453,1.2436970164966907
30563.564159114976,18954.26582349652,1.6124900032385887
29387.71464885671,19603.43714017859,1.499110305948571
32818.41742629483,23818.411018395847,1.3778592283485216
31820.81084062889,22510.788495806195,1.4135804637210807
27018.567117304377,20158.82083982036,1.3402850956407997
34253.90849152406,25535.135507890118,1.3414422054247537
28978.698506385295,20607.73049968348,1.406205234818574
28678.175851425916,21447.980718529325,1.3371037687781155
26109.512296395238,19786.545488269745,1.3195589049070744
29542.88264320003,20937.021450076052,1.4110356009160376
32510.92253825947,20758.644543035483,1.5661389871029354
26503.52867013254,20220.007270478996,1.3107576231600777
29935.62818070147,21809.132985699653,1.3726189023805027
27797.051054062922,20771.432977765344,1.3382346361860595
31731.83750855628,20418.010542169566,1.5541101540240725
27230.041908665924,19447.4555918908,1.4001853239875917
29782.020682140195,20840.64218295082,1.429035651622294
34337.17001506446,26247.11472431227,1.3082264612978016
25024.554948309007,16066.505995894837,1.5575604897980337
32382.012814699472,25797.543078618706,1.2552363113035383
31805.80986058984,24909.291958621267,1.27686527234194
35074.11116982087,25132.94032109389,1.3955434868232839
29851.31093704525,18702.376500254206,1.5961239437479782
30805.301372157108,20277.035060242088,1.5192211918870806
31830.131950090275,23842.78374899037,1.3350006561812706
34580.523228228994,24486.961649032062,1.412201469658279
35780.52296656145,24857.90534261125,1.439402173007181
33516.564192078986,23093.746170086266,1.4513264303343552
31006.608379478785,18106.776314829694,1.7124311826884366
27457.111986071544,20248.396561595313,1.3560141368501664
28431.550825779002,20933.74431135666,1.358168438617775
33770.197370197515,22538.67069587859,1.498322497625058
27660.578971887524,17220.63317121412,1.6062463381500247
25595.249200303442,16853.188079400166,1.5187185403566932
30646.015944615458,21454.22895648395,1.4284370697625814
29088.13161936392,22977.50239833685,1.2659396619829912
36279.74675728558,26651.34193070206,1.3612727963799716
29610.23158500602,22923.829441027032,1.2916791089019473
27577.85967594735,20584.65440378527,1.3397290590837472
27569.246615913926,20520.98120939302,1.3434662960119432
33151.428669818255,25009.596458647644,1.3255483240056591
32518.39920014769,19323.993798874686,1.6827990910471813
34358.8797897133,23893.695805012514,1.4379893370244279
32447.833764177474,24527.372190782873,1.3229233654460149
25500.244807239524,17872.25382133205,1.4268063257250083
24682.9969799762,15724.882681225548,1.5696776554934835
26221.40218099128,16024.326901291997,1.6363496789919534
31560.356357634377,24024.295170436035,1.3136850065209036
26664.257238425136,15762.882819496197,1.6915850700511241
33849.19497516525,27080.87336415319,1.2499299605296796
28119.696262374866,19781.078483731377,1.421545154148266
27205.2991048988,17319.503052769385,1.5707898212788893
25437.094656665875,20359.730227948683,1.2493826967190005
25249.25323761378,16730.274355297213,1.5091954083597707
29780.841967836765,19277.189464646086,1.5448746832339917
25079.40052553962,17750.99795232934,1.412844539382566
30531.059863836635,22081.433765127415,1.3826574935570297
29428.672307724795,21536.377269828125,1.3664634464290129
31890.73216366295,27247.24147226422,1.170420579864038
26220.51342529504,16622.788894997866,1.5773835299794563
32149.604633937655,20458.564164571337,1.5714497056255794
25822.863034837985,18788.11843886246,1.3744251782778014
26193.669935991056,18931.45795607023,1.3836055308984934
30544.729108397954,20390.467849140794,1.4979905970958405
26675.99096600889,18566.64576205927,1.4367695332735315
29383.026093847748,22902.367898811706,1.282968914990327
27554.288419120814,19282.377615220295,1.4289881138605642
32716.548646000163,23952.075027014238,1.3659170910704377
30459.168871169404,18477.06934456274,1.648484849148041
28318.520946007447,19699.844076694055,1.4374997505442055
28227.992749815156,21348.36661687006,1.3222553863914175
30521.15505352741,20870.10538524851,1.4624341607350242
33710.43028973541,24601.390249170032,1.3702652552683556
31112.06331196694,24460.96564079996,1.2719065865524621
28190.55113613521,19249.30014637429,1.464497458181359
33032.140037844794,26221.458722959946,1.2597369348075704
28510.253156191993,22141.141879240935,1.2876595665972677
25881.273145793417,15039.896970733462,1.7208411198664777
32007.286456418355,18759.96290442813,1.7061487071951145
30057.99610506066,19663.85531305485,1.5285911957003229
30087.70496131864,21103.08477795071,1.4257491394222799
26922.829655013997,17793.857569430802,1.5130406405672503
31127.782214935934,22263.34638620526,1.3981627772823597
28747.28979885758,18862.33624934588,1.5240577529124737
28844.72540801135,18526.60723888909,1.5569351169416255
30895.069521206085,24450.417660623425,1.2635804406303273
34615.84392749551,23295.900338099833,1.4859199869979787
24847.662846124415,19444.23524911272,1.2778935518823382
28808.7628052416,19273.82566587154,1.4947091098916454
34344.85195676759,28120.026532243315,1.2213662713791074
34179.293327105566,27554.85431810756,1.2404091465163285
30818.794443093066,21209.50102699631,1.4530655107758386
28538.181841145688,16968.84421562655,1.6817988001130317
28212.365346816063,19981.53849315343,1.4119215773341418
28407.565488049782,17866.37326206786,1.5900017911504152
29646.591491339077,19939.136255648453,1.4868543507214687
26167.74814280934,18711.21752235506,1.3985059022239286
31974.35893966113,22265.589045530785,1.4360437028760809
29865.342928932143,20571.91106721034,1.4517534531118328
25428.533904796728,19857.545661425742,1.2805476738342798
28942.055766262718,21386.21108876255,1.3533045028939423
34973.80627495472,23155.35912526965,1.5103979206605131
24530.55230515395,20612.6839759682,1.190070751278848
30909.71082807087,19151.609129947115,1.613948500010778
29044.979753989108,23225.955817386104,1.2505396971541252
28666.575739471056,17702.54605272177,1.6193476155405095
32958.26560937212,24925.75920005562,1.3222572417893925
30539.81956334604,21017.513295747613,1.4530653143217012
31428.833196431737,21366.0249926254,1.470972406298297
31874.115209157742,22711.61746683932,1.403427794418269
28540.895798010024,18267.501927771435,1.5623863575249068
32107.996426724738,24897.172341625133,1.2896242186123263
28412.775861942202,20461.99885795083,1.3885630655727443
28932.849224953352,23679.703237329024,1.221841715454575
30419.496845609552,18506.15422852469,1.643750315163919
31370.125358847825,23319.111667423236,1.345253876144512
34129.808385505865,25876.499496875054,1.3189499758121268
33271.30212243816,22844.296554685337,1.456438023503694
33626.87945993249,26117.810973675772,1.2875075745752633
30750.849712355208,19799.50838975818,1.5531117796976162
30506.774995837874,23693.007916485578,1.2875855654701944
28042.324176411064,21931.78182832223,1.2786158642248489
30349.791394979147,22370.967367864494,1.3566597678103136
29868.598038198106,18945.9688142562,1.5765146839956263
30712.56364760614,21442.831297072487,1.4322998312167488
29858.852264209716,21195.874842349185,1.408710538550264
31550.780962341276,21891.231288248684,1.4412520039143657
30465.71214195858,21889.140514641833,1.3918185650816122
27520.41701405922,21061.802949008994,1.3066505788078375
25216.875890108862,18839.662617757058,1.3384993352450512
27144.059313331658,19517.674479685,1.3907424955562504
28383.923773310285,19664.642456817637,1.4433989245235281
31207.67079340083,25011.773202967513,1.2477192456590085
27660.441526418297,20939.069778946818,1.320996673607224
25873.32578866139,16016.714905323524,1.6153952880850613
28932.613236543257,19277.000778735575,1.5008876935077353
29466.801251159402,20436.70439508811,1.4418568024226863
30723.37828891946,19369.530789854718,1.586170497481106
31350.136722353425,23040.042014340706,1.3606805362091052
30781.89451592394,21314.122866969512,1.444201795590971
33233.708566871166,26602.99826064909,1.2492467293068301
26042.222862979706,22346.011024913245,1.165408127381017
33895.61346305636,22970.951592713267,1.4755859515114107
29653.136700929546,18800.10227900222,1.5772859243456907
29688.192129495274,25828.319275316284,1.1494434389258852
28404.328189708584,23613.291022320762,1.2028957828393778
27351.977199874582,20929.99974779069,1.3068312245327083
29471.433559688096,23421.5956760561,1.2583016958924258
27975.75459694345,22341.17906671904,1.2522058264426188
29824.47788841164,21197.87385764893,1.4069560979885691
27727.308738297703,19655.188521130236,1.4106864815104452
34303.25852788079,25554.360729710756,1.3423641816247094
32147.31393095906,26101.813502914847,1.231612275804863
29936.5394732113,19110.94341877981,1.5664605779635907
32795.20083758054,22788.11412544392,1.4391362381744117
31363.263371805984,22823.35939418808,1.3741738378703607
30905.220082688473,22388.730321756386,1.3803918149237848
31631.070891078252,21713.552735548175,1.4567432274357244
31530.962247359512,22427.959487028882,1.4058774390775637
28469.642537264823,22372.085869929502,1.2725519963934653
34251.54615383002,24318.011060056564,1.4084846852500097
28011.982571077562,19847.323362963485,1.4113733151216707
28776.002693376617,19530.29100294449,1.4734036829783128
31200.16324930581,20140.877317749982,1.549096534231375
26573.207809324038,20958.471762246103,1.2678981612195663
28675.996697973475,18103.74119940161,1.5839818069715508
35317.7730157748,22765.75082068089,1.5513555117932412
33068.085203502895,23584.24299548228,1.4021262081567472
33071.193937878124,23305.470109531365,1.4190314026041817
24367.660819033335,16229.432683752846,1.5014487132028715
26524.52313366496,20916.437531394982,1.2681185834754316
28720.02747623052,18060.38368206482,1.590222443875954
32840.318507090014,23474.834223744903,1.3989584843956802
27159.9370555181,19276.34870784036,1.4089772636490652
35784.04808645602,25050.50854913683,1.42847591362328
30300.895137254483,22742.70542296291,1.3323346793499864
26815.003511534927,20317.851467466335,1.3197755458775777
25807.792023656744,22327.886891179653,1.155854656082649
29754.73961503225,22164.744753460946,1.3424354733607367
30555.501473166933,20326.888254693895,1.5032060534947371
32011.770061787956,22350.13592818641,1.4322852516264555
28206.248539811768,18958.342048769086,1.4878014368162076
31321.858958538825,20317.469222094667,1.5416220699612133
26840.233431882247,20009.663878906296,1.34136353285657
27387.725408490922,17334.303612569885,1.5799726381064911
27587.787955073236,19474.710398943836,1.416595543139342
31623.306681526818,21925.20402321324,1.4423266779203396
33176.49831882265,23737.721402840674,1.3976277569275222
28068.411069154223,22168.619736151228,1.266132551472385
27386.50449907299,18979.335385872982,1.4429643579330904
30640.613786223676,22403.757520519423,1.3676551247334374
33203.290506077166,22129.34208688836,1.5004192341420817
24563.703260154507,16430.58193795406,1.4949989813454645
30168.93111026428,20585.03435486071,1.4655759417346097
31012.546719105572,22361.25667055638,1.3868874713083794
32469.88775029214,24782.917096701327,1.3101721489684508
30240.25959379405,20567.741860345788,1.4702761148561811
36706.6232748461,25597.71680234999,1.433980364665815
30882.948961628557,24137.96225253059,1.2794348022642563
30650.24232209333,20728.444018972437,1.478656202754033
31317.99871042998,21414.705717234105,1.4624529108156696
30190.050716129233,23405.024850568367,1.2898961188411684
