Month,Scenario,Beginning Customers,ARPA Monthly,Beginning ARR,Generated Pipeline Customers,Closed Won Customers,Recognized New Logo Customers,New Logo ARR,Voluntary Churn Customers,Involuntary Churn Customers,Gross Logo Churn Customers,Churned ARR,Reactivated Customers,Reactivated ARR,Renewals,Retained ARR After Churn,Gross Expansion ARR,Contraction ARR,Top Customer Shock ARR,Ending Customers,Ending ARR,Ending MRR,Retention Rate,Net Revenue Churn Rate,NRR,ACV,TCV,Subscription Bookings,Gross Margin,CAC per New Customer,Total CAC Spend,CAC Payback Months,Rule of 40 Proxy,Acquisition Rate,Bridge Check
11,recession,157.16,1036.61,1891194.64,0.76,0.76,0.78,9759.31,1.52,0.27,1.79,22279.12,0.27,3361.88,155.37,1868915.52,22083.09,22352.23,0.0,156.43,1881767.58,156813.96,0.9886,0.0101,0.9899,12439.28,18658.92,9759.31,0.7794,18472.33,14492.58,22.86,0.6196,0.0048,0.0
12,recession,156.43,1040.0,1881767.58,1.9,0.75,0.76,9482.78,1.54,0.27,1.81,22645.61,0.28,3442.64,154.61,1859121.97,22300.54,22235.1,0.0,155.65,1872112.83,156009.4,0.9884,0.0102,0.9898,12480.0,18720.0,9482.78,0.7794,18532.8,14081.94,22.86,0.6178,0.005,0.0
13,recession,155.65,1043.4,1872112.83,0.81,0.76,0.75,9411.05,1.57,0.28,1.85,23129.89,0.28,3540.88,153.8,1848982.95,22631.55,22113.84,0.0,154.83,1862452.6,155204.38,0.9881,0.0102,0.9898,12520.86,18781.28,9411.05,0.7793,18593.47,13975.41,22.87,0.6174,0.0052,0.0
14,recession,154.83,1046.82,1862452.6,0.85,1.9,0.76,9541.43,1.6,0.28,1.88,23606.24,0.28,3577.36,152.95,1838846.36,22957.63,21992.6,0.0,154.0,1852930.17,154410.85,0.9879,0.0102,0.9898,12561.85,18842.77,9541.43,0.7793,18654.34,14169.02,22.87,0.6179,0.0055,0.0
15,recession,154.0,1050.25,1852930.17,0.87,0.81,1.9,23977.44,1.62,0.29,1.9,23949.2,0.29,3621.64,152.1,1828980.97,23162.23,21874.61,0.0,154.29,1857867.67,154822.31,0.9877,0.0103,0.9897,12602.97,18904.46,23977.44,0.7793,18715.41,35606.5,22.87,0.7113,0.0056,0.0
16,recession,154.29,1053.69,1857867.67,0.88,0.85,0.81,10293.34,1.64,0.29,1.93,24356.5,0.29,3664.2,152.36,1833511.17,23339.86,21928.79,0.0,153.47,1848879.78,154073.32,0.9875,0.0104,0.9896,12644.23,18966.34,10293.34,0.7792,18776.68,15285.61,22.87,0.6212,0.0057,0.0
17,recession,153.47,1057.14,1848879.78,0.87,0.87,0.85,10725.19,1.62,0.29,1.9,24144.34,0.29,3711.1,151.56,1824735.44,23108.46,21823.84,0.0,152.7,1840456.36,153371.36,0.9876,0.0104,0.9896,12685.62,19028.43,10725.19,0.7792,18838.15,15926.9,22.87,0.6245,0.0057,0.0
18,recession,152.7,1060.6,1840456.36,1.96,0.88,0.87,11046.98,1.59,0.28,1.87,23773.5,0.29,3726.27,150.83,1816682.85,22680.92,21727.53,0.0,151.99,1832409.49,152700.79,0.9878,0.0104,0.9896,12727.15,19090.73,11046.98,0.7792,18899.82,16404.76,22.87,0.6267,0.0055,0.0
19,recession,151.99,1064.07,1832409.49,0.81,0.87,0.88,11200.01,1.55,0.27,1.82,23284.56,0.29,3720.32,150.17,1809124.94,22143.69,21637.13,0.0,151.34,1824551.82,152045.98,0.988,0.0104,0.9896,12768.82,19153.23,11200.01,0.7791,18961.69,16632.02,22.87,0.6277,0.0053,0.0
20,recession,151.34,1067.55,1824551.82,0.78,1.96,0.87,11108.71,1.51,0.27,1.78,22804.09,0.29,3692.5,149.56,1801747.73,21612.32,21548.9,0.0,150.71,1816612.36,151384.36,0.9882,0.0104,0.9896,12810.62,19215.93,11108.71,0.7791,19023.77,16496.44,22.87,0.6269,0.0051,0.0
21,recession,150.71,1071.05,1816612.36,0.75,0.81,1.96,25219.4,1.49,0.26,1.75,22455.58,0.28,3655.9,148.97,1794156.78,21199.75,21458.12,0.0,151.21,1822773.71,151897.81,0.9884,0.0105,0.9895,12852.56,19278.84,25219.4,0.7791,19086.05,37450.81,22.87,0.7198,0.005,0.0
22,recession,151.21,1074.55,1822773.71,0.74,0.78,0.81,10428.28,1.49,0.26,1.75,22599.35,0.28,3620.5,149.46,1800174.36,21152.77,21530.09,0.0,150.55,1813845.82,151153.82,0.9884,0.0106,0.9894,12894.63,19341.95,10428.28,0.7791,19148.53,15485.99,22.87,0.6203,0.0049,0.0
23,recession,150.55,1078.07,1813845.82,0.75,0.75,0.78,10031.15,1.49,0.26,1.75,22622.78,0.28,3610.24,148.8,1791223.04,21165.08,21423.03,0.0,149.86,1804606.48,150383.87,0.9884,0.0106,0.9894,12936.85,19405.27,10031.15,0.779,19211.22,14896.25,22.87,0.6179,0.005,0.0
24,recession,149.86,1081.6,1804606.48,1.89,0.74,0.75,9744.93,1.5,0.27,1.77,22960.87,0.28,3604.47,148.09,1781645.61,21371.2,21308.48,0.0,149.12,1795057.72,149588.14,0.9882,0.0107,0.9893,12979.2,19468.8,9744.93,0.779,19274.11,14471.22,22.88,0.6155,0.0052,0.0
